frame 	 moving_average_deformation 
193.0	0.16882386423422088
194.0	0.16957779774042483
195.0	0.17014709762532726
196.0	0.17072404661798274
197.0	0.1708897694727812
198.0	0.17105549232757972
199.0	0.17105549232757972
200.0	0.17122121518237815
201.0	0.17162137524640378
202.0	0.17202153531042938
203.0	0.1724258207359398
204.0	0.1728301061614502
205.0	0.1731292773763279
206.0	0.17352943744035348
207.0	0.17416886847049748
208.0	0.17480829950064153
209.0	0.17561687035166235
210.0	0.17666969698059573
211.0	0.17736814428748593
212.0	0.17832583103848668
213.0	0.17969957641292514
214.0	0.18067659952457527
215.0	0.18206211936825153
216.0	0.18287911283230385
217.0	0.18392282928795825
218.0	0.18536670580763825
219.0	0.18625039261569482
220.0	0.18705896346671563
221.0	0.18787595693076795
222.0	0.18869295039482023
223.0	0.18966997350647039
224.0	0.19064699661812054
225.0	0.19162401972977064
226.0	0.192441013193823
227.0	0.19277295280634732
228.0	0.19310489241887163
229.0	0.19326913337298524
230.0	0.19310489241887163
231.0	0.1931048924188716
232.0	0.1931048924188716
233.0	0.19326913337298524
234.0	0.19326913337298524
235.0	0.19367763010501138
236.0	0.19367763010501138
237.0	0.19367763010501138
238.0	0.1935099314466007
239.0	0.1940861268370376
240.0	0.1940861268370376
241.0	0.19392188588292403
242.0	0.1943261713084344
243.0	0.19456621577983121
244.0	0.19480626025122807
245.0	0.19527996842657355
246.0	0.19560009647779403
247.0	0.1958401409491908
248.0	0.19614960817042273
249.0	0.19670417343087035
250.0	0.19725873869131796
251.0	0.19781330395176552
252.0	0.19813343200298603
253.0	0.1984535600542065
254.0	0.198938702564819
255.0	0.19917874703621577
256.0	0.19932655031005833
257.0	0.19947980310053626
258.0	0.19922332094886838
259.0	0.1989668387972005
260.0	0.1987103566455326
261.0	0.19820961871595222
262.0	0.1978793447623992
263.0	0.1975397139016246
264.0	0.19687561847622037
265.0	0.19617379148047376
266.0	0.1954891662577564
267.0	0.1948997266978144
268.0	0.19440942309666348
269.0	0.19387401798744744
270.0	0.19359377062777855
271.0	0.1932703422873702
272.0	0.1931912784037522
273.0	0.19286100445019919
274.0	0.19220023687302087
275.0	0.19129274512001346
276.0	0.19055652008197874
277.0	0.1901480233499526
278.0	0.189983782395839
279.0	0.18981954144172541
280.0	0.18948760182920105
281.0	0.1893199031707903
282.0	0.1889809377974069
283.0	0.18864197242402347
284.0	0.18831003281149913
285.0	0.18797106743811573
286.0	0.18715407397406345
287.0	0.1867455772420373
288.0	0.18610124734513003
289.0	0.18562461610663356
290.0	0.1849760749032106
291.0	0.18456757817118444
292.0	0.1841590814391583
293.0	0.18390259928749042
294.0	0.18356363391410702
295.0	0.18280748038886713
296.0	0.1820627440787164
297.0	0.18123715068346358
298.0	0.18024385862980002
299.0	0.1792505665761365
300.0	0.17836113864001354
301.0	0.17747171070389064
302.0	0.17640961920062273
303.0	0.17511590583898942
304.0	0.1739954576597177
305.0	0.17287500948044598
306.0	0.1722306795835388
307.0	0.17149886327171104
308.0	0.17054529035318194
309.0	0.16973226004304795
310.0	0.1689060386358218
311.0	0.16812292969332007
312.0	0.1673223888900559
313.0	0.1661955507891652
314.0	0.16541174274628334
315.0	0.1648753579796107
316.0	0.16413330845567728
317.0	0.1633740571587146
318.0	0.16284941472222159
319.0	0.16206560667933975
320.0	0.16110111285991216
321.0	0.1600297052450479
322.0	0.15907902194142345
323.0	0.15827439901698484
324.0	0.15795613176711495
325.0	0.15757318288863886
326.0	0.15791214826202227
327.0	0.1579121482620222
328.0	0.1581572463012379
329.0	0.158235469079711
330.0	0.15806777042130027
331.0	0.15811058192813368
332.0	0.15811058192813368
333.0	0.15844954730151709
334.0	0.15878851267490046
335.0	0.1589562113333112
336.0	0.1590551322352978
337.0	0.15895984004246833
338.0	0.15903403692335388
339.0	0.15967836682026107
340.0	0.16032269671716828
341.0	0.16072698214267864
342.0	0.16102406956544207
343.0	0.16149736329202752
344.0	0.16160420585548102
345.0	0.1621882692680801
346.0	0.1628693927813152
347.0	0.16337485812534755
348.0	0.1641195944354983
349.0	0.1654380165411827
350.0	0.16635627858284147
351.0	0.16700060847974868
352.0	0.1679700684286767
353.0	0.1691121919447498
354.0	0.17024745808911235
355.0	0.17120945905111334
356.0	0.1721714600131143
357.0	0.1727407598980167
358.0	0.1737290583615123
359.0	0.17436436403017153
360.0	0.175194605525855
361.0	0.17587302365923865
362.0	0.17650832932789784
363.0	0.17732608131671154
364.0	0.17853893759324274
365.0	0.1795696529096724
366.0	0.1807701331017492
367.0	0.1816454832418052
368.0	0.1826850743359748
369.0	0.18355490055449722
370.0	0.18442472677301958
371.0	0.18568122937405998
372.0	0.18694951766858775
373.0	0.18798023298501731
374.0	0.18878055311306854
375.0	0.18942909431649152
376.0	0.18969410883322355
377.0	0.19010260556524974
378.0	0.19035326252507234
379.0	0.19067669086548067
380.0	0.19069596041469217
381.0	0.19127215580512905
382.0	0.19172217300872718
383.0	0.19229836839916406
384.0	0.19262349845118484
385.0	0.19294862850320563
386.0	0.19327375855522644
387.0	0.19367804398073682
388.0	0.19466460177071424
389.0	0.19532403167387566
390.0	0.1958068005389975
391.0	0.19637532691862145
392.0	0.19653621601652863
393.0	0.19721615170541537
394.0	0.19745617215803976
395.0	0.19801009717176452
396.0	0.198173495864575
397.0	0.19881705225620377
398.0	0.19946060864783255
399.0	0.19970486442574512
400.0	0.19970486442574512
401.0	0.20018839116977608
402.0	0.2007569175494001
403.0	0.2010003138770033
404.0	0.20088059603403446
405.0	0.20136247159171353
406.0	0.2018443471493926
407.0	0.20232622270707165
408.0	0.20296977909870045
409.0	0.20337406452421086
410.0	0.20417999028308823
411.0	0.20478957745020024
412.0	0.20590850882989573
413.0	0.20669762241926692
414.0	0.20754752253918274
415.0	0.20786605045019096
416.0	0.20826621051421662
417.0	0.2084238493273176
418.0	0.20930273623561632
419.0	0.2097757501834635
420.0	0.21024876413131072
421.0	0.21056729204231894
422.0	0.21060806618700362
423.0	0.21060806618700362
424.0	0.2105955931824978
425.0	0.2105955931824978
426.0	0.21091238656651806
427.0	0.21160533099093828
428.0	0.21160848495166157
429.0	0.2124044135585484
430.0	0.2125611772949708
431.0	0.2131889750833326
432.0	0.21314764840068737
433.0	0.2133910447282905
434.0	0.21361980289822516
435.0	0.21401996296225076
436.0	0.21421872956843455
437.0	0.21442560909731972
438.0	0.21481205327310152
439.0	0.2148693052125034
440.0	0.21510381983336083
441.0	0.21517010000474188
442.0	0.21513999215574
443.0	0.21539716330696507
444.0	0.21537102801996844
445.0	0.2156716460251782
446.0	0.2156510660417871
447.0	0.21583870021379872
448.0	0.21582143323624536
449.0	0.21580323290855405
450.0	0.2160107301189768
451.0	0.21635156147514584
452.0	0.21658739171461092
453.0	0.21659019614957417
454.0	0.21659317586172255
455.0	0.21719372919075713
456.0	0.21721702531842152
457.0	0.21724192807558004
458.0	0.21726860960110703
459.0	0.21729726753593234
460.0	0.21732812992728262
